WKT,nama,deskripsi
"POLYGON ((106.82326 -6.1716284, 106.8230454 -6.1798204, 106.8233887 -6.180503, 106.8311135 -6.180247, 106.8312851 -6.179479, 106.830341 -6.1790524, 106.8308131 -6.1785404, 106.8301264 -6.1779431, 106.8301693 -6.1738471, 106.8292252 -6.1729084, 106.829311 -6.1718844, 106.8289677 -6.1715858, 106.823732 -6.1714578, 106.82326 -6.1716284))",Kota DKI Jakarta,
